movie_id,title,overview,genres,keywords,cast,crew,vote_average,popularity,image info
1452,Superman Returns,"['Superman', 'returns', 'to', 'discover', 'his', '5-year', 'absence', 'has', 'allowed', 'Lex', 'Luthor', 'to', 'walk', 'free,', 'and', 'that', 'those', 'he', 'was', 'closest', 'too', 'felt', 'abandoned', 'and', 'have', 'moved', 'on.', 'Luthor', 'plots', 'his', 'ultimate', 'revenge', 'that', 'could', 'see', 'millions', 'killed', 'and', 'change', 'the', 'face', 'of', 'the', 'planet', 'forever,', 'as', 'well', 'as', 'ridding', 'himself', 'of', 'the', 'Man', 'of', 'Steel.']","['Adventure', 'Fantasy', 'Action', 'ScienceFiction']","['savingtheworld', 'dccomics', 'invulnerability', 'sequel', 'superhero', 'basedoncomicbook', 'kryptonite', 'superpowers', 'superhumanstrength', 'lexluthor']","['BrandonRouth', 'KevinSpacey', 'KateBosworth']",['BryanSinger'],5.4,57.925623,"{'bar': 1.778, 'bfp': '/8eRscFbRYl681zDfkjv1jjW1KAA.jpg', 'bh': 1080, 'bw': 1920, 'lar': 5.688, 'lfp': '/hjrMZBUDJT0XlhYKc0itJTpE8mZ.png', 'lh': 138, 'lw': 785, 'par': 0.667, 'pfp': '/oD94EXP5UDpzhZGhaGslDv6H8pR.jpg', 'ph': 2100, 'pw': 1400}"
10764,Quantum of Solace,"['Quantum', 'of', 'Solace', 'continues', 'the', 'adventures', 'of', 'James', 'Bond', 'after', 'Casino', 'Royale.', 'Betrayed', 'by', 'Vesper,', 'the', 'woman', 'he', 'loved,', '007', 'fights', 'the', 'urge', 'to', 'make', 'his', 'latest', 'mission', 'personal.', 'Pursuing', 'his', 'determination', 'to', 'uncover', 'the', 'truth,', 'Bond', 'and', 'M', 'interrogate', 'Mr.', 'White,', 'who', 'reveals', 'that', 'the', 'organization', 'that', 'blackmailed', 'Vesper', 'is', 'far', 'more', 'complex', 'and', 'dangerous', 'than', 'anyone', 'had', 'imagined.']","['Adventure', 'Action', 'Thriller', 'Crime']","['killing', 'undercover', 'secretagent', 'britishsecretservice']","['DanielCraig', 'OlgaKurylenko', 'MathieuAmalric']",['MarcForster'],6.1,107.928811,"{'bar': 1.778, 'bfp': '/3CqMIX3ZlrD0pU3fpBL6DM0Cneb.jpg', 'bh': 1080, 'bw': 1920, 'lar': 3.429, 'lfp': '/oWlYZx1xvoz4AuASfsPf7kqZkhm.png', 'lh': 380, 'lw': 1303, 'par': 0.667, 'pfp': '/e3DXXLJHGqMx9yYpXsql1XNljmM.jpg', 'ph': 1500, 'pw': 1000}"
58,Pirates of the Caribbean: Dead Man's Chest,"['Captain', 'Jack', 'Sparrow', 'works', 'his', 'way', 'out', 'of', 'a', 'blood', 'debt', 'with', 'the', 'ghostly', 'Davey', 'Jones,', 'he', 'also', 'attempts', 'to', 'avoid', 'eternal', 'damnation.']","['Adventure', 'Fantasy', 'Action']","['witch', 'fortuneteller', 'bondage', 'exoticisland', 'monster', 'captain', 'cardgame', 'eastindiatradingcompany', 'compass', 'ship', 'daughter', 'pirate', 'swashbuckler', 'aftercreditsstinger']","['JohnnyDepp', 'OrlandoBloom', 'KeiraKnightley']",['GoreVerbinski'],7.0,145.847379,"{'bar': 1.778, 'bfp': '/8zfRLCgKrLAc5SSnACz8ZqmeKAP.jpg', 'bh': 1080, 'bw': 1920, 'lar': 2.271, 'lfp': '/mFAerD2eeEvEN3JyLE3GKvZMKNF.png', 'lh': 582, 'lw': 1322, 'par': 0.667, 'pfp': '/33csnYX0xLObW0AsAqjMdhomCLe.jpg', 'ph': 3000, 'pw': 2000}"
57201,The Lone Ranger,"['The', 'Texas', 'Rangers', 'chase', 'down', 'a', 'gang', 'of', 'outlaws', 'led', 'by', 'Butch', 'Cavendish,', 'but', 'the', 'gang', 'ambushes', 'the', 'Rangers,', 'seemingly', 'killing', 'them', 'all.', 'One', 'survivor', 'is', 'found,', 'however,', 'by', 'an', 'American', 'Indian', 'named', 'Tonto,', 'who', 'nurses', 'him', 'back', 'to', 'health.', 'The', 'Ranger,', 'donning', 'a', 'mask', 'and', 'riding', 'a', 'white', 'stallion', 'named', 'Silver,', 'teams', 'up', 'with', 'Tonto', 'to', 'bring', 'the', 'unscrupulous', 'gang', 'and', 'others', 'of', 'that', 'ilk', 'to', 'justice.']","['Action', 'Adventure', 'Western']","['texas', 'horse', 'survivor', 'texasranger', 'partner', 'outlaw', 'escape', 'lawyer', 'train', 'loneranger', 'comanche', 'theloneranger', 'tonto']","['JohnnyDepp', 'ArmieHammer', 'WilliamFichtner']",['GoreVerbinski'],5.9,49.046956,"{'bar': 1.778, 'bfp': '/iDPMimDOJbxOaaM9dLJLTwFjiMp.jpg', 'bh': 2159, 'bw': 3839, 'lar': 3.085, 'lfp': '/y8MiFFQUXreoQfE8MKZmY2ZOzJb.png', 'lh': 648, 'lw': 1999, 'par': 0.667, 'pfp': '/p3OvQFa5lhbwSAhPygwnlugie1d.jpg', 'ph': 3000, 'pw': 2000}"
49521,Man of Steel,"['A', 'young', 'boy', 'learns', 'that', 'he', 'has', 'extraordinary', 'powers', 'and', 'is', 'not', 'of', 'this', 'earth.', 'As', 'a', 'young', 'man,', 'he', 'journeys', 'to', 'discover', 'where', 'he', 'came', 'from', 'and', 'what', 'he', 'was', 'sent', 'here', 'to', 'do.', 'But', 'the', 'hero', 'in', 'him', 'must', 'emerge', 'if', 'he', 'is', 'to', 'save', 'the', 'world', 'from', 'annihilation', 'and', 'become', 'the', 'symbol', 'of', 'hope', 'for', 'all', 'mankind.']","['Action', 'Adventure', 'Fantasy', 'ScienceFiction']","['savingtheworld', 'dccomics', 'superhero', 'basedoncomicbook', 'superhuman', 'alieninvasion', 'reboot', 'superpowers', 'dcextendeduniverse']","['HenryCavill', 'AmyAdams', 'MichaelShannon']",['ZackSnyder'],6.5,99.398009,"{'bar': 1.778, 'bfp': '/69EFgWWPFWbRNHmQgYdSnyJ94Ge.jpg', 'bh': 2160, 'bw': 3840, 'lar': 3.119, 'lfp': '/5VGjjzSSPfv3Qy2wCWVf0IIwIIq.png', 'lh': 160, 'lw': 499, 'par': 0.667, 'pfp': '/8GFtkImmK0K1VaUChR0n9O61CFU.jpg', 'ph': 1500, 'pw': 1000}"
2454,The Chronicles of Narnia: Prince Caspian,"['One', 'year', 'after', 'their', 'incredible', 'adventures', 'in', 'the', 'Lion,', 'the', 'Witch', 'and', 'the', 'Wardrobe,', 'Peter,', 'Edmund,', 'Lucy', 'and', 'Susan', 'Pevensie', 'return', 'to', 'Narnia', 'to', 'aid', 'a', 'young', 'prince', 'whose', 'life', 'has', 'been', 'threatened', 'by', 'the', 'evil', 'King', 'Miraz.', 'Now,', 'with', 'the', 'help', 'of', 'a', 'colorful', 'cast', 'of', 'new', 'characters,', 'including', 'Trufflehunter', 'the', 'badger', 'and', 'Nikabrik', 'the', 'dwarf,', 'the', 'Pevensie', 'clan', 'embarks', 'on', 'an', 'incredible', 'quest', 'to', 'ensure', 'that', 'Narnia', 'is', 'returned', 'to', 'its', 'rightful', 'heir.']","['Adventure', 'Family', 'Fantasy']","['basedonnovel', 'fictionalplace', 'brothersisterrelationship', 'lion', 'humanbeing', 'wretch', 'leapintime', 'matteroflifeanddeath', 'faith', 'uncle', 'narnia', 'fantasyworld']","['BenBarnes', 'WilliamMoseley', 'AnnaPopplewell']",['AndrewAdamson'],6.3,53.978602,"{'bar': 1.778, 'bfp': '/9pBv1BOSloAUgAkF0meJWdnbV4Q.jpg', 'bh': 1440, 'bw': 2560, 'lar': 2.765, 'lfp': '/1cfyptBrUf3nbdaM4FhTbKWmFJU.png', 'lh': 486, 'lw': 1344, 'par': 0.667, 'pfp': '/j53P9LEPTkfJhYVSpq69UCV1koT.jpg', 'ph': 3000, 'pw': 2000}"
24428,The Avengers,"['When', 'an', 'unexpected', 'enemy', 'emerges', 'and', 'threatens', 'global', 'safety', 'and', 'security,', 'Nick', 'Fury,', 'director', 'of', 'the', 'international', 'peacekeeping', 'agency', 'known', 'as', 'S.H.I.E.L.D.,', 'finds', 'himself', 'in', 'need', 'of', 'a', 'team', 'to', 'pull', 'the', 'world', 'back', 'from', 'the', 'brink', 'of', 'disaster.', 'Spanning', 'the', 'globe,', 'a', 'daring', 'recruitment', 'effort', 'begins!']","['ScienceFiction', 'Action', 'Adventure']","['newyork', 'shield', 'marvelcomic', 'superhero', 'basedoncomicbook', 'alieninvasion', 'superheroteam', 'aftercreditsstinger', 'duringcreditsstinger', 'marvelcinematicuniverse']","['RobertDowneyJr.', 'ChrisEvans', 'MarkRuffalo']",['JossWhedon'],7.4,144.448633,"{'bar': 1.778, 'bfp': '/nNmJRkg8wWnRmzQDe2FwKbPIsJV.jpg', 'bh': 1080, 'bw': 1920, 'lar': 2.885, 'lfp': '/cBpQgSEoFlmuGTCIoVKhq1Jy2tM.png', 'lh': 1299, 'lw': 3747, 'par': 0.667, 'pfp': '/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg', 'ph': 3000, 'pw': 2000}"
1865,Pirates of the Caribbean: On Stranger Tides,"['Captain', 'Jack', 'Sparrow', 'crosses', 'paths', 'with', 'a', 'woman', 'from', 'his', 'past,', 'and', ""he's"", 'not', 'sure', 'if', ""it's"", 'love', '--', 'or', 'if', ""she's"", 'a', 'ruthless', 'con', 'artist', ""who's"", 'using', 'him', 'to', 'find', 'the', 'fabled', 'Fountain', 'of', 'Youth.', 'When', 'she', 'forces', 'him', 'aboard', 'the', 'Queen', ""Anne's"", 'Revenge,', 'the', 'ship', 'of', 'the', 'formidable', 'pirate', 'Blackbeard,', 'Jack', 'finds', 'himself', 'on', 'an', 'unexpected', 'adventure', 'in', 'which', 'he', ""doesn't"", 'know', 'who', 'to', 'fear', 'more:', 'Blackbeard', 'or', 'the', 'woman', 'from', 'his', 'past.']","['Adventure', 'Action', 'Fantasy']","['sea', 'captain', 'mutiny', 'sword', 'primeminister', 'sailing', 'silver', 'ship', 'duke', 'mermaid', 'pirate', 'soldier', 'battle', 'swashbuckler', 'aftercreditsstinger', '3d']","['JohnnyDepp', 'PenélopeCruz', 'IanMcShane']",['RobMarshall'],6.4,135.413856,"{'bar': 1.778, 'bfp': '/uzIGtyS6bbnJzGsPL93WCF1FWm8.jpg', 'bh': 2160, 'bw': 3840, 'lar': 3.132, 'lfp': '/n6WnuBBwC3AohVWOzyflJxlNhWY.png', 'lh': 423, 'lw': 1325, 'par': 0.667, 'pfp': '/keGfSvCmYj7CvdRx36OdVrAEibE.jpg', 'ph': 1500, 'pw': 1000}"
41154,Men in Black 3,"['Agents', 'J', '(Will', 'Smith)', 'and', 'K', '(Tommy', 'Lee', 'Jones)', 'are', 'back...in', 'time.', 'J', 'has', 'seen', 'some', 'inexplicable', 'things', 'in', 'his', '15', 'years', 'with', 'the', 'Men', 'in', 'Black,', 'but', 'nothing,', 'not', 'even', 'aliens,', 'perplexes', 'him', 'as', 'much', 'as', 'his', 'wry,', 'reticent', 'partner.', 'But', 'when', ""K's"", 'life', 'and', 'the', 'fate', 'of', 'the', 'planet', 'are', 'put', 'at', 'stake,', 'Agent', 'J', 'will', 'have', 'to', 'travel', 'back', 'in', 'time', 'to', 'put', 'things', 'right.', 'J', 'discovers', 'that', 'there', 'are', 'secrets', 'to', 'the', 'universe', 'that', 'K', 'never', 'told', 'him', '-', 'secrets', 'that', 'will', 'reveal', 'themselves', 'as', 'he', 'teams', 'up', 'with', 'the', 'young', 'Agent', 'K', '(Josh', 'Brolin)', 'to', 'save', 'his', 'partner,', 'the', 'agency,', 'and', 'the', 'future', 'of', 'humankind.']","['Action', 'Comedy', 'ScienceFiction']","['timetravel', 'timemachine', 'alien', 'fictionalgovernmentagency', 'seeingthefuture', 'changinghistory']","['WillSmith', 'TommyLeeJones', 'JoshBrolin']",['BarrySonnenfeld'],6.2,52.035179,"{'bar': 1.778, 'bfp': '/44mAbdjGrJJQ4hzkKx2Z2EsninZ.jpg', 'bh': 1080, 'bw': 1920, 'lar': 2.331, 'lfp': '/a2iSCAj6s9v578A1sKqkOeV6824.png', 'lh': 390, 'lw': 909, 'par': 0.667, 'pfp': '/90DdoEStzeObs96fsYf4GG544iN.jpg', 'ph': 1500, 'pw': 1000}"
122917,The Hobbit: The Battle of the Five Armies,"['Immediately', 'after', 'the', 'events', 'of', 'The', 'Desolation', 'of', 'Smaug,', 'Bilbo', 'and', 'the', 'dwarves', 'try', 'to', 'defend', ""Erebor's"", 'mountain', 'of', 'treasure', 'from', 'others', 'who', 'claim', 'it:', 'the', 'men', 'of', 'the', 'ruined', 'Laketown', 'and', 'the', 'elves', 'of', 'Mirkwood.', 'Meanwhile', 'an', 'army', 'of', 'Orcs', 'led', 'by', 'Azog', 'the', 'Defiler', 'is', 'marching', 'on', 'Erebor,', 'fueled', 'by', 'the', 'rise', 'of', 'the', 'dark', 'lord', 'Sauron.', 'Dwarves,', 'elves', 'and', 'men', 'must', 'unite,', 'and', 'the', 'hope', 'for', 'Middle-Earth', 'falls', 'into', ""Bilbo's"", 'hands.']","['Action', 'Adventure', 'Fantasy']","['corruption', 'elves', 'dwarves', 'orcs', 'middle-earth(tolkien)', 'hobbit', 'dragon', 'battle', 'unlikelyfriendship', 'epicbattle', 'swordandsorcery']","['MartinFreeman', 'IanMcKellen', 'RichardArmitage']",['PeterJackson'],7.1,120.965743,"{'bar': 1.778, 'bfp': '/zn13a7U9eMTJq8sHthe3bCgsVm4.jpg', 'bh': 1080, 'bw': 1920, 'lar': 3.083, 'lfp': '/z5cFSKYwNcMzO9WqrIismHmp4nE.png', 'lh': 253, 'lw': 780, 'par': 0.667, 'pfp': '/xT98tLqatZPQApyRmlPL12LtiWp.jpg', 'ph': 3000, 'pw': 2000}"
